,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,user_id,receipt_id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
47,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,1.0,5964eb07e4b03efd0c0f267b,5ff29be20a7214ada1000571,2021-01-04 04:38:58.000000000,2021-01-04 04:38:58.000000000,2021-01-04 04:39:06.000000000,2021-01-04 04:39:09.000000000,2021-01-04 04:39:06.000000000,2021-01-03 00:00:00.000000000
48,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,28.57,5c3388caea88e15513a95069,5ff3416f0a7214ada1000576,2021-01-04 16:25:19.000000000,2021-01-04 16:25:19.000000000,2021-01-04 16:25:19.000000000,2021-01-04 16:25:19.000000000,2021-01-04 16:25:19.000000000,2021-01-04 00:00:00.000000000
49,5.0,All-receipts receipt bonus,5.0,4.0,FINISHED,18.2,5ff36be7135e7011bcb856d3,5ff36c6d0a720f0523000597,2021-01-04 19:28:45.000000000,2021-01-04 19:28:45.000000000,2021-01-04 19:28:45.000000000,2021-01-04 19:28:45.000000000,2021-01-04 19:28:45.000000000,2021-01-03 19:28:45.000000000
50,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,1.0,FINISHED,1.0,5ff36a3862fde912123a4460,5ff36a830a7214ada100057b,2021-01-04 19:20:35.000000000,2021-01-04 19:20:35.000000000,2021-01-04 19:20:36.000000000,2021-01-04 19:20:36.000000000,2021-01-04 19:20:36.000000000,2020-12-19 19:20:35.000000000
51,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,10.0,5ff36be7135e7011bcb856d3,5ff36c570a720f0523000593,2021-01-04 19:28:23.000000000,2021-01-04 19:28:23.000000000,2021-01-04 19:28:23.000000000,2021-01-04 19:28:23.000000000,2021-01-04 19:28:23.000000000,2021-01-03 19:28:23.000000000
52,,,350.0,1.0,FINISHED,10.0,5ff370c562fde912123a5e0e,5ff3713c0a7214ada10005b6,2021-01-04 19:49:16.000000000,2021-01-04 19:49:16.000000000,2021-01-04 19:49:16.000000000,2021-01-04 19:49:16.000000000,2021-01-04 19:49:16.000000000,2021-01-03 19:49:16.000000000
53,45.0,COMPLETE_PARTNER_RECEIPT,100.0,1.0,FINISHED,0.99,5ff370c562fde912123a5e0e,5ff371130a7214ada10005aa,2021-01-04 19:48:35.000000000,2021-01-04 19:48:35.000000000,2021-01-04 19:48:36.000000000,2021-01-04 19:48:36.000000000,2021-01-04 19:48:36.000000000,2021-01-04 19:48:35.000000000
54,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e,5ff370f00a7214ada10005a3,2021-01-04 19:48:00.000000000,2021-01-04 19:48:00.000000000,2021-01-04 19:48:01.000000000,2021-01-04 19:48:01.000000000,2021-01-04 19:48:01.000000000,2020-12-21 00:00:00.000000000
55,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755.0,1.0,FINISHED,1.0,5ff37124135e7011bcb86bc3,5ff371240a7214ada10005b3,2021-01-04 19:48:52.000000000,2021-01-04 19:48:52.000000000,2021-01-04 19:48:52.000000000,2021-01-04 19:48:52.000000000,2021-01-04 19:48:52.000000000,2021-01-03 19:48:52.000000000
56,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,5ff36c8d0a7214ada1000591,2021-01-04 19:29:17.000000000,2021-01-04 19:29:17.000000000,2021-01-04 19:29:17.000000000,2021-01-04 19:29:17.000000000,2021-01-04 19:29:17.000000000,2021-01-03 19:29:17.000000000
57,5.0,All-receipts receipt bonus,55.0,1.0,FINISHED,0.99,5ff36a3862fde912123a4460,5ff36ad40a7214ada1000585,2021-01-04 19:21:56.000000000,2021-01-04 19:21:56.000000000,2021-01-04 19:21:56.000000000,2021-01-04 19:21:56.000000000,2021-01-04 19:21:56.000000000,2021-01-04 19:21:56.000000000
58,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,9.99,5ff36d0362fde912123a5535,5ff36dcb0a7214ada10005a0,2021-01-04 19:34:35.000000000,2021-01-04 19:34:35.000000000,2021-01-04 19:34:36.000000000,2021-01-04 19:34:36.000000000,2021-01-04 19:34:36.000000000,2021-01-03 19:34:35.000000000
59,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,28.57,5c3388caea88e15513a95069,5ff3416d0a7214ada1000575,2021-01-04 16:25:17.000000000,2021-01-04 16:25:17.000000000,2021-01-04 16:25:17.000000000,2021-01-04 16:25:17.000000000,2021-01-04 16:25:17.000000000,2021-01-04 00:00:00.000000000
60,5.0,All-receipts receipt bonus,5.0,4.0,FINISHED,25.0,5ff4ce3dc3d63511e2a484dc,5ff4ce430a7214ada10005d8,2021-01-05 20:38:27.000000000,2021-01-05 20:38:27.000000000,2021-01-05 20:38:28.000000000,2021-01-05 20:38:33.000000000,2021-01-05 20:38:28.000000000,2021-01-05 00:00:00.000000000
61,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,5.0,FINISHED,27.0,5ff4ce3dc3d63511e2a484dc,5ff4ce400a7214ada10005d5,2021-01-05 20:38:24.000000000,2021-01-05 20:38:24.000000000,2021-01-05 20:38:24.000000000,2021-01-05 20:38:29.000000000,2021-01-05 20:38:24.000000000,2021-01-05 00:00:00.000000000
62,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc,5ff4a4ca0a7214ada10005d0,2021-01-05 17:41:30.000000000,2021-01-05 17:41:30.000000000,,2021-01-05 17:41:32.000000000,,2020-09-13 00:00:00.000000000
63,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,5ff473de0a720f05230005bd,2021-01-05 14:12:46.000000000,2021-01-05 14:12:46.000000000,2021-01-05 14:12:47.000000000,2021-01-05 14:12:47.000000000,2021-01-05 14:12:47.000000000,2020-12-23 14:12:46.000000000
64,25.0,COMPLETE_NONPARTNER_RECEIPT,35.0,1.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6,5ff4ce8c0a7214ada10005e6,2021-01-05 20:39:40.000000000,2021-01-05 20:39:40.000000000,2021-01-05 20:39:41.000000000,2021-01-05 20:39:46.000000000,2021-01-05 20:39:41.000000000,2021-01-04 20:39:40.000000000
65,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc,5ff4ce3d0a7214ada10005d3,2021-01-05 20:38:21.000000000,2021-01-05 20:38:21.000000000,2021-01-05 20:38:22.000000000,2021-01-05 20:38:27.000000000,2021-01-05 20:38:22.000000000,2021-01-05 00:00:00.000000000
66,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.0,5ff47392c3d63511e2a47881,5ff473b40a7214ada10005c5,2021-01-05 14:12:04.000000000,2021-01-05 14:12:04.000000000,2021-01-05 14:12:04.000000000,2021-01-05 14:12:04.000000000,2021-01-05 14:12:04.000000000,2021-01-04 14:12:04.000000000
67,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1800.0,1.0,FINISHED,10.0,5ff473f3c1e2d0121a9b2707,5ff473f30a720f05230005c0,2021-01-05 14:13:07.000000000,2021-01-05 14:13:07.000000000,2021-01-05 14:13:08.000000000,2021-01-05 14:13:08.000000000,2021-01-05 14:13:08.000000000,2021-01-05 14:13:07.000000000
68,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,2.0,FINISHED,21.0,5ff4ce3ac1e2d0121a9b2fb3,5ff4ce3a0a7214ada10005d2,2021-01-05 20:38:18.000000000,2021-01-05 20:38:18.000000000,2021-01-05 20:38:19.000000000,2021-01-05 20:38:23.000000000,2021-01-05 20:38:19.000000000,2021-01-05 00:00:00.000000000
69,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",275.0,5.0,FINISHED,25.0,5ff47392c3d63511e2a47881,5ff473a90a7214ada10005c2,2021-01-05 14:11:53.000000000,2021-01-05 14:11:53.000000000,2021-01-05 14:11:54.000000000,2021-01-05 14:11:54.000000000,2021-01-05 14:11:54.000000000,2020-12-31 06:00:00.000000000
70,,,250.0,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881,5ff473b10a7214ada10005c4,2021-01-05 14:12:01.000000000,2021-01-05 14:12:01.000000000,2021-01-05 14:12:01.000000000,2021-01-05 14:12:01.000000000,2021-01-05 14:12:01.000000000,2021-01-02 06:00:00.000000000
71,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,5ff475820a7214ada10005cf,2021-01-05 14:19:46.000000000,2021-01-05 14:19:46.000000000,,2021-01-05 14:19:46.000000000,,
72,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6,5ff4ce550a7214ada10005db,2021-01-05 20:38:45.000000000,2021-01-05 20:38:45.000000000,2021-01-05 20:38:51.000000000,2021-01-05 20:38:51.000000000,2021-01-05 20:38:46.000000000,2021-01-04 20:38:45.000000000
73,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc,5ff4ce430a720f05230005c9,2021-01-05 20:38:27.000000000,2021-01-05 20:38:27.000000000,2021-01-05 20:38:27.000000000,2021-01-05 20:38:32.000000000,2021-01-05 20:38:27.000000000,2021-01-05 00:00:00.000000000
74,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881,5ff473d40a7214ada10005c9,2021-01-05 14:12:36.000000000,2021-01-05 14:12:36.000000000,2021-01-05 14:12:37.000000000,2021-01-05 14:12:37.000000000,2021-01-05 14:12:37.000000000,2021-01-05 14:12:36.000000000
